signal_date,execution_date,year,expiry_date,dte_sessions,vix,signal_spot,exec_spot,type,long_strike,short_strike,wing_width,strike_offset,long_raw_price,short_raw_price,long_fill_price,short_fill_price,debit_pts,lot_size,capital_required_inr,settlement_price,gross_payoff_inr,statutory_costs_inr,net_pnl_inr,is_win,cum_net_pnl,candidate_id,candidate_name,in_primary_5y
2023-12-14,2023-12-15,2023,2023-12-21,4,12.07,21182.7,21287.45,BULL_CALL,21350.0,21500.0,150.0,50.0,127.0,50.4,127.1,50.3,76.8,50,3840.0,21255.05,-3840.0,54.21,-3894.21,0,-39340.690000000046,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2023-12-27,2023-12-28,2023,2024-01-04,5,14.68,21654.75,21715.0,BULL_CALL,21750.0,21900.0,150.0,50.0,195.0,131.85,195.1,131.75,63.35,50,3167.5,21658.6,-3167.5,61.27,-3228.77,0,-42569.46000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-01-12,2024-01-15,2024,2024-01-18,3,12.77,21894.55,22053.15,BULL_CALL,22100.0,22250.0,150.0,50.0,90.0,60.0,90.1,59.9,30.2,50,1510.0,21462.25,-1510.0,53.64,-1563.64,0,-44133.10000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-01-18,2024-01-19,2024,2024-01-25,3,15.08,21462.25,21615.2,BEAR_PUT,21550.0,21400.0,150.0,50.0,129.05,71.0,129.15,70.9,58.25,50,2912.5,21352.6,4587.5,75.1,4512.4,1,-39620.70000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-02-02,2024-02-05,2024,2024-02-08,3,14.46,21853.8,21921.05,BULL_CALL,21950.0,22100.0,150.0,50.0,130.0,67.25,130.1,67.15,62.95,50,3147.5,21717.95,-3147.5,55.32,-3202.82,0,-42823.52000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-02-16,2024-02-19,2024,2024-02-22,3,15.23,22040.7,22103.45,BULL_CALL,22150.0,22300.0,150.0,50.0,118.0,55.5,118.1,55.4,62.7,50,3135.0,22217.45,237.5,60.45,177.05,1,-42646.47000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-02-22,2024-02-23,2024,2024-02-29,4,15.93,22217.45,22290.0,BULL_CALL,22350.0,22500.0,150.0,50.0,136.0,74.0,136.1,73.9,62.2,50,3110.0,21982.8,-3110.0,55.92,-3165.92,0,-45812.390000000036,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-03-01,2024-03-04,2024,2024-03-07,3,15.57,22338.75,22403.5,BULL_CALL,22450.0,22600.0,150.0,50.0,128.0,58.85,128.1,58.75,69.35,50,3467.5,22493.55,-1290.0,58.76,-1348.76,0,-47161.15000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-03-06,2024-03-07,2024,2024-03-14,4,14.38,22474.05,22505.3,BULL_CALL,22550.0,22700.0,150.0,50.0,154.0,85.95,154.1,85.85,68.25,50,3412.5,22146.65,-3412.5,57.21,-3469.71,0,-50630.86000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-03-19,2024-03-20,2024,2024-03-21,1,13.9,21817.45,21843.9,BEAR_PUT,21800.0,21650.0,150.0,50.0,80.0,40.0,80.1,39.9,40.2,50,2010.0,22011.95,-2010.0,52.11,-2062.11,0,-52692.97000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-03-28,2024-04-01,2024,2024-04-04,3,12.7,22326.9,22455.0,BULL_CALL,22500.0,22650.0,150.0,50.0,100.0,42.85,100.1,42.75,57.35,50,2867.5,22514.65,-2135.0,54.26,-2189.26,0,-54882.23000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-04-04,2024-04-05,2024,2024-04-10,3,11.37,22514.65,22486.4,BULL_CALL,22550.0,22700.0,150.0,50.0,134.2,54.75,134.3,54.65,79.65,50,3982.5,22753.8,3517.5,75.05,3442.45,1,-51439.78000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-04-10,2024-04-12,2024,2024-04-18,3,11.36,22753.8,22677.4,BULL_CALL,22750.0,22900.0,150.0,50.0,109.2,53.95,109.3,53.85,55.45,50,2772.5,21995.85,-2772.5,53.87,-2826.37,0,-54266.150000000045,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-04-29,2024-04-30,2024,2024-05-02,1,10.93,22643.4,22679.65,BULL_CALL,22750.0,22900.0,150.0,50.0,63.8,15.1,63.9,15.0,48.9,25,1222.5,22648.2,-1222.5,48.65,-1271.15,0,-55537.30000000005,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-05-02,2024-05-03,2024,2024-05-09,4,12.87,22648.2,22766.35,BULL_CALL,22800.0,22950.0,150.0,50.0,115.65,78.8,115.75,78.7,37.05,25,926.25,21957.5,-926.25,51.39,-977.64,0,-56514.940000000046,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-05-09,2024-05-10,2024,2024-05-16,4,17.08,21957.5,21990.95,BEAR_PUT,21950.0,21800.0,150.0,50.0,150.05,90.05,150.15,89.95,60.2,25,1505.0,22403.85,-1505.0,52.27,-1557.27,0,-58072.21000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-05-21,2024-05-22,2024,2024-05-23,1,19.8,22529.05,22576.6,BULL_CALL,22650.0,22800.0,150.0,50.0,61.7,17.95,61.8,17.85,43.95,25,1098.75,22967.65,2651.25,65.8,2585.45,1,-55486.760000000046,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-06-07,2024-06-10,2024,2024-06-13,3,16.8,23290.15,23319.15,BULL_CALL,23350.0,23500.0,150.0,50.0,179.0,120.0,179.1,119.9,59.2,25,1480.0,23398.9,-257.5,55.88,-313.38,0,-55800.14000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-06-12,2024-06-13,2024,2024-06-20,4,14.77,23322.95,23480.95,BULL_CALL,23550.0,23700.0,150.0,50.0,120.0,83.0,120.1,82.9,37.2,25,930.0,23567.0,-505.0,52.37,-557.37,0,-56357.510000000046,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-06-20,2024-06-21,2024,2024-06-27,4,13.71,23567.0,23661.15,BULL_CALL,23700.0,23850.0,150.0,50.0,95.25,44.0,95.35,43.9,51.45,25,1286.25,24044.5,2463.75,68.75,2395.0,1,-53962.510000000046,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-07-01,2024-07-02,2024,2024-07-04,2,13.8,24141.95,24228.75,BULL_CALL,24300.0,24450.0,150.0,50.0,70.15,22.55,70.25,22.45,47.8,25,1195.0,24302.15,-1141.25,49.07,-1190.32,0,-55152.830000000045,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-07-03,2024-07-04,2024,2024-07-11,5,13.64,24286.5,24369.95,BULL_CALL,24400.0,24550.0,150.0,50.0,149.7,73.1,149.8,73.0,76.8,25,1920.0,24315.95,-1920.0,51.75,-1971.75,0,-57124.580000000045,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-07-12,2024-07-15,2024,2024-07-18,2,14.0,24502.15,24587.6,BULL_CALL,24650.0,24800.0,150.0,50.0,85.1,30.0,85.2,29.9,55.3,25,1382.5,24800.85,2367.5,56.39,2311.11,1,-54813.470000000045,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-07-26,2024-07-29,2024,2024-08-01,3,12.62,24834.85,24943.3,BULL_CALL,25000.0,25150.0,150.0,50.0,100.0,50.0,100.1,49.9,50.2,25,1255.0,25010.9,-982.5,50.77,-1033.27,0,-55846.74000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-08-05,2024-08-06,2024,2024-08-08,2,14.32,24055.6,24189.85,BEAR_PUT,24150.0,24000.0,150.0,50.0,190.0,135.0,190.1,134.9,55.2,25,1380.0,24117.0,-555.0,55.77,-610.77,0,-56457.51000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-08-20,2024-08-21,2024,2024-08-22,1,14.32,24698.85,24680.55,BULL_CALL,24750.0,24900.0,150.0,50.0,52.7,13.9,52.8,13.8,39.0,25,975.0,24811.5,562.5,51.27,511.23,1,-55946.280000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-09-12,2024-09-13,2024,2024-09-19,4,13.63,25388.9,25430.45,BULL_CALL,25500.0,25650.0,150.0,50.0,81.1,41.0,81.2,40.9,40.3,25,1007.5,25415.8,-1007.5,49.7,-1057.2,0,-57003.48000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-09-20,2024-09-23,2024,2024-09-26,3,12.47,25790.95,25872.55,BULL_CALL,25900.0,26050.0,150.0,50.0,103.05,60.0,103.15,59.9,43.25,25,1081.25,26216.05,2668.75,67.62,2601.13,1,-54402.350000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-10-03,2024-10-04,2024,2024-10-10,4,11.99,25250.1,25181.9,BEAR_PUT,25150.0,25000.0,150.0,50.0,129.0,82.15,129.1,82.05,47.05,25,1176.25,24998.45,2573.75,59.47,2514.28,1,-51888.070000000036,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-10-17,2024-10-18,2024,2024-10-24,4,13.05,24749.85,24664.95,BEAR_PUT,24600.0,24450.0,150.0,50.0,109.85,82.65,109.95,82.55,27.4,25,685.0,24399.4,3065.0,62.17,3002.83,1,-48885.240000000034,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-11-04,2024-11-05,2024,2024-11-07,2,15.9,23995.35,23916.5,BEAR_PUT,23850.0,23700.0,150.0,50.0,141.45,100.0,141.55,99.9,41.65,25,1041.25,24199.35,-1041.25,53.37,-1094.62,0,-49979.86000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-11-06,2024-11-07,2024,2024-11-14,5,16.12,24484.05,24489.6,BULL_CALL,24550.0,24700.0,150.0,50.0,182.6,118.75,182.7,118.65,64.05,25,1601.25,23532.7,-1601.25,54.76,-1656.01,0,-51635.87000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-11-21,2024-11-22,2024,2024-11-28,4,15.66,23349.9,23411.8,BEAR_PUT,23350.0,23200.0,150.0,50.0,187.65,116.55,187.75,116.45,71.3,25,1782.5,23914.15,-1782.5,54.75,-1837.25,0,-53473.12000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-11-27,2024-11-28,2024,2024-12-05,5,15.31,24274.9,24274.15,BULL_CALL,24300.0,24450.0,150.0,50.0,215.0,128.0,215.1,127.9,87.2,25,2180.0,24708.4,1570.0,78.25,1491.75,1,-51981.37000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2024-12-13,2024-12-16,2024,2024-12-19,3,13.19,24768.3,24753.4,BULL_CALL,24800.0,24950.0,150.0,50.0,118.0,72.0,118.1,71.9,46.2,25,1155.0,23951.7,-1155.0,51.89,-1206.89,0,-53188.26000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-01-09,2025-01-10,2025,2025-01-16,4,14.47,23526.5,23551.9,BEAR_PUT,23500.0,23350.0,150.0,50.0,141.5,98.0,141.6,97.9,43.7,75,3277.5,23311.8,7972.5,93.16,7879.34,1,-45308.92000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-01-21,2025-01-22,2025,2025-01-23,1,16.42,23024.65,23099.15,BEAR_PUT,23050.0,22900.0,150.0,50.0,81.0,48.0,81.1,47.9,33.2,75,2490.0,23205.35,-2490.0,56.69,-2546.69,0,-47855.610000000044,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-01-27,2025-01-28,2025,2025-01-30,2,16.75,22829.15,22960.45,BEAR_PUT,22900.0,22750.0,150.0,50.0,139.4,82.35,139.5,82.25,57.25,25,1431.25,23249.5,-1431.25,52.64,-1483.89,0,-49339.500000000044,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-01-31,2025-02-03,2025,2025-02-06,3,17.39,23508.4,23319.35,BULL_CALL,23350.0,23500.0,150.0,50.0,168.2,98.2,168.3,98.1,70.2,75,5265.0,23603.35,5985.0,106.32,5878.68,1,-43460.82000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-02-12,2025-02-13,2025,2025-02-20,5,14.87,23045.25,23055.75,BEAR_PUT,23000.0,22850.0,150.0,50.0,143.5,105.1,143.6,105.0,38.6,75,2895.0,22913.15,3618.75,78.41,3540.34,1,-39920.48000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-02-20,2025-02-21,2025,2025-02-27,3,15.42,22913.15,22857.2,BEAR_PUT,22800.0,22650.0,150.0,50.0,113.4,75.0,113.5,74.9,38.6,75,2895.0,22545.05,8355.0,101.29,8253.71,1,-31666.77000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-03-18,2025-03-19,2025,2025-03-20,1,13.42,22834.3,22874.95,BULL_CALL,22900.0,23050.0,150.0,50.0,70.05,23.5,70.15,23.4,46.75,75,3506.25,23190.65,7743.75,99.63,7644.12,1,-24022.65000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-04-04,2025-04-07,2025,2025-04-09,2,13.6,22904.45,21758.4,BEAR_PUT,21700.0,21550.0,150.0,50.0,175.9,150.0,176.0,149.9,26.1,75,1957.5,22399.15,-1957.5,73.29,-2030.79,0,-26053.440000000042,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-04-17,2025-04-21,2025,2025-04-24,3,15.87,23851.65,23949.15,BULL_CALL,24000.0,24150.0,150.0,50.0,140.0,95.0,140.1,94.9,45.2,75,3390.0,24246.7,7860.0,103.41,7756.59,1,-18296.850000000042,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-04-29,2025-04-30,2025,2025-05-08,5,16.94,24335.95,24342.05,BULL_CALL,24400.0,24550.0,150.0,50.0,189.95,121.65,190.05,121.55,68.5,75,5137.5,24273.8,-5137.5,70.56,-5208.06,0,-23504.910000000044,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-05-15,2025-05-16,2025,2025-05-22,4,17.23,25062.1,25064.65,BULL_CALL,25100.0,25250.0,150.0,50.0,170.0,105.35,170.1,105.25,64.85,75,4863.75,24609.7,-4863.75,67.69,-4931.44,0,-28436.350000000042,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-06-03,2025-06-04,2025,2025-06-05,1,17.16,24542.5,24560.45,BEAR_PUT,24500.0,24350.0,150.0,50.0,94.0,44.0,94.1,43.9,50.2,75,3765.0,24750.9,-3765.0,56.82,-3821.82,0,-32258.170000000042,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-06-06,2025-06-09,2025,2025-06-12,3,15.08,25003.05,25160.1,BULL_CALL,25200.0,25350.0,150.0,50.0,117.0,73.0,117.1,72.9,44.2,75,3315.0,24888.2,-3315.0,61.36,-3376.36,0,-35634.53000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-06-25,2025-06-26,2025,2025-07-03,5,13.64,25244.75,25268.95,BULL_CALL,25300.0,25450.0,150.0,50.0,165.0,100.0,165.1,99.9,65.2,75,4890.0,25405.3,3007.5,81.35,2926.15,1,-32708.38000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-07-10,2025-07-11,2025,2025-07-17,4,11.94,25355.25,25255.5,BEAR_PUT,25200.0,25050.0,150.0,50.0,88.65,54.95,88.75,54.85,33.9,75,2542.5,25111.45,4098.75,70.11,4028.64,1,-28679.74000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-07-18,2025-07-21,2025,2025-07-24,3,11.24,24968.4,24999.0,BEAR_PUT,24950.0,24800.0,150.0,50.0,98.2,53.8,98.3,53.7,44.6,75,3345.0,25062.1,-3345.0,58.19,-3403.19,0,-32082.93000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-07-25,2025-07-28,2025,2025-07-31,3,10.72,24837.0,24782.45,BEAR_PUT,24750.0,24600.0,150.0,50.0,82.0,49.0,82.1,48.9,33.2,75,2490.0,24768.35,-2490.0,56.86,-2546.86,0,-34629.79000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-08-01,2025-08-04,2025,2025-08-07,3,11.54,24565.35,24596.05,BEAR_PUT,24550.0,24400.0,150.0,50.0,132.2,78.2,132.3,78.1,54.2,75,4065.0,24596.15,-4065.0,62.68,-4127.68,0,-38757.47000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-08-08,2025-08-11,2025,2025-08-14,3,11.69,24363.3,24371.5,BEAR_PUT,24300.0,24150.0,150.0,50.0,88.0,47.2,88.1,47.1,41.0,75,3075.0,24631.3,-3075.0,56.93,-3131.93,0,-41889.40000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-08-18,2025-08-19,2025,2025-08-21,2,12.36,24876.95,24891.35,BULL_CALL,24950.0,25100.0,150.0,50.0,101.6,44.55,101.7,44.45,57.25,75,4293.75,25083.75,5737.5,75.71,5661.79,1,-36227.61000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-08-29,2025-09-01,2025,2025-09-02,1,12.18,24426.85,24432.7,BEAR_PUT,24400.0,24250.0,150.0,50.0,52.0,18.9,52.1,18.8,33.3,75,2497.5,24579.6,-2497.5,51.87,-2549.37,0,-38776.98000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-09-10,2025-09-11,2025,2025-09-16,3,10.69,24973.1,24945.5,BULL_CALL,25000.0,25150.0,150.0,50.0,125.0,58.0,125.1,57.9,67.2,75,5040.0,25239.1,6210.0,96.91,6113.09,1,-32663.89000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-09-16,2025-09-17,2025,2025-09-23,4,10.4,25239.1,25276.6,BULL_CALL,25350.0,25500.0,150.0,50.0,113.4,55.35,113.5,55.25,58.25,75,4368.75,25169.5,-4368.75,59.08,-4427.83,0,-37091.72000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-09-25,2025-09-26,2025,2025-09-30,2,10.52,24890.85,24818.55,BEAR_PUT,24750.0,24600.0,150.0,50.0,34.0,15.55,34.1,15.45,18.65,75,1398.75,24611.1,9018.75,69.81,8948.94,1,-28142.780000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-10-09,2025-10-10,2025,2025-10-14,2,10.31,25181.8,25167.65,BULL_CALL,25200.0,25350.0,150.0,50.0,87.05,33.8,87.15,33.7,53.45,75,4008.75,25145.5,-4008.75,55.28,-4064.03,0,-32206.810000000034,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-10-15,2025-10-16,2025,2025-10-20,2,11.16,25323.55,25394.9,BULL_CALL,25450.0,25600.0,150.0,50.0,82.0,28.35,82.1,28.25,53.85,75,4038.75,25843.15,7211.25,119.47,7091.78,1,-25115.030000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-10-27,2025-10-28,2025,2025-11-04,5,11.59,25966.05,25939.95,BULL_CALL,26000.0,26150.0,150.0,50.0,219.2,145.1,219.3,145.0,74.3,75,5572.5,25597.65,-5572.5,74.72,-5647.22,0,-30762.250000000036,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-11-04,2025-11-06,2025,2025-11-11,3,12.67,25597.65,25593.35,BEAR_PUT,25550.0,25400.0,150.0,50.0,108.0,59.0,108.1,58.9,49.2,75,3690.0,25694.95,-3690.0,59.27,-3749.27,0,-34511.52000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-11-14,2025-11-17,2025,2025-11-18,1,12.16,25910.05,25948.2,BULL_CALL,26000.0,26150.0,150.0,50.0,75.2,32.6,75.3,32.5,42.8,75,3210.0,25910.05,-3210.0,54.59,-3264.59,0,-37776.11000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-11-19,2025-11-20,2025,2025-11-25,3,12.1,26052.65,26132.1,BULL_CALL,26200.0,26350.0,150.0,50.0,85.0,45.95,85.1,45.85,39.25,75,2943.75,25884.8,-2943.75,56.64,-3000.39,0,-40776.50000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-11-26,2025-11-27,2025,2025-12-02,3,12.24,26205.3,26261.25,BULL_CALL,26300.0,26450.0,150.0,50.0,116.0,57.0,116.1,56.9,59.2,75,4440.0,26032.2,-4440.0,59.4,-4499.4,0,-45275.90000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2025-12-09,2025-12-10,2025,2025-12-16,4,11.13,25839.65,25864.05,BEAR_PUT,25800.0,25650.0,150.0,50.0,98.1,49.25,98.2,49.15,49.05,75,3678.75,25860.1,-3678.75,57.64,-3736.39,0,-49012.29000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-01-02,2026-01-05,2026,2026-01-06,1,9.19,26328.55,26333.7,BULL_CALL,26400.0,26550.0,150.0,50.0,40.45,6.95,40.55,6.85,33.7,65,2190.5,26178.7,-2190.5,49.55,-2240.05,0,-51252.34000000003,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-01-08,2026-01-09,2026,2026-01-13,2,9.95,25876.85,25840.4,BEAR_PUT,25800.0,25650.0,150.0,50.0,59.9,25.4,60.0,25.3,34.7,65,2255.5,25732.3,2145.0,60.34,2084.66,1,-49167.68000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-01-14,2026-01-16,2026,2026-01-20,2,11.2,25665.6,25696.05,BEAR_PUT,25650.0,25500.0,150.0,50.0,94.0,47.1,94.1,47.0,47.1,65,3061.5,25232.5,6688.5,116.1,6572.4,1,-42595.280000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-01-19,2026-01-20,2026,2026-01-27,4,11.37,25585.5,25580.3,BEAR_PUT,25550.0,25400.0,150.0,50.0,139.0,95.0,139.1,94.9,44.2,65,2873.0,25175.4,6877.0,116.09,6760.91,1,-35834.37000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-01-23,2026-01-27,2026,2026-02-03,5,13.35,25048.65,25063.35,BEAR_PUT,25000.0,24850.0,150.0,50.0,185.15,148.3,185.25,148.2,37.05,65,2408.25,25727.55,-2408.25,70.01,-2478.26,0,-38312.63000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-02-03,2026-02-04,2026,2026-02-10,4,13.87,25727.55,25675.05,BULL_CALL,25750.0,25900.0,150.0,50.0,197.6,107.65,197.7,107.55,90.15,65,5859.75,25935.15,3890.25,89.81,3800.44,1,-34512.19000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-02-09,2026-02-10,2026,2026-02-17,5,11.94,25867.3,25922.65,BULL_CALL,25950.0,26100.0,150.0,50.0,153.0,89.55,153.1,89.45,63.65,65,4137.25,25725.4,-4137.25,62.63,-4199.88,0,-38712.070000000036,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-02-19,2026-02-20,2026,2026-02-24,2,12.22,25454.35,25406.55,BEAR_PUT,25350.0,25200.0,150.0,50.0,121.6,79.05,121.7,78.95,42.75,65,2778.75,25424.65,-2778.75,60.28,-2839.03,0,-41551.100000000035,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-02-24,2026-02-25,2026,2026-03-02,3,14.17,25424.65,25512.6,BEAR_PUT,25450.0,25300.0,150.0,50.0,143.0,80.1,143.1,80.0,63.1,65,4101.5,24865.7,5648.5,147.87,5500.63,1,-36050.47000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-02-27,2026-03-02,2026,2026-03-10,5,13.06,25178.65,24659.25,BEAR_PUT,24600.0,24450.0,150.0,50.0,126.8,106.0,126.9,105.9,21.0,65,1365.0,24261.6,8385.0,111.01,8273.99,1,-27776.48000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-03-11,2026-03-12,2026,2026-03-17,3,18.91,23866.85,23674.85,BEAR_PUT,23600.0,23450.0,150.0,50.0,240.0,224.65,240.1,224.55,15.55,65,1010.75,23581.15,214.5,82.37,132.13,1,-27644.35000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-03-19,2026-03-20,2026,2026-03-24,2,18.72,23002.15,23110.15,BEAR_PUT,23050.0,22900.0,150.0,50.0,263.75,167.6,263.85,167.5,96.35,65,6262.75,22912.4,2681.25,91.64,2589.61,1,-25054.740000000038,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-04-10,2026-04-13,2026,2026-04-21,5,20.43,24050.6,23589.6,BULL_CALL,23650.0,23800.0,150.0,50.0,322.5,234.25,322.6,234.15,88.45,65,5749.25,24576.6,4000.75,225.18,3775.57,1,-21279.17000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-05-11,2026-05-12,2026,2026-05-19,5,16.84,23815.85,23722.6,BEAR_PUT,23650.0,23500.0,150.0,50.0,162.65,130.0,162.75,129.9,32.85,65,2135.25,23618.0,-55.25,71.04,-126.29,0,-21405.46000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-05-29,2026-06-01,2026,2026-06-02,1,14.98,23547.75,23654.5,BEAR_PUT,23600.0,23450.0,150.0,50.0,62.25,28.65,62.35,28.55,33.8,65,2197.0,23483.55,5372.25,66.61,5305.64,1,-16099.82000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-06-05,2026-06-08,2026,2026-06-09,1,15.89,23366.7,23080.7,BEAR_PUT,23050.0,22900.0,150.0,50.0,79.9,39.75,80.0,39.65,40.35,65,2622.75,23242.1,-2622.75,54.53,-2677.28,0,-18777.10000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-06-12,2026-06-15,2026,2026-06-16,1,15.61,23622.9,23984.85,BULL_CALL,24050.0,24200.0,150.0,50.0,80.15,36.95,80.25,36.85,43.4,65,2821.0,23989.15,-2821.0,54.25,-2875.25,0,-21652.35000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
2026-07-02,2026-07-03,2026,2026-07-07,2,13.24,24175.7,24375.65,BULL_CALL,24450.0,24600.0,150.0,50.0,51.1,15.7,51.2,15.6,35.6,65,2314.0,24398.7,-2314.0,50.88,-2364.88,0,-24017.23000000004,Candidate 1,"Causal 10D Breakout OTM Debit Spread (W150, Off50)",1
